Gene ID,Homologs,Symbol,NCBI Gene ID,HGNC,Description,Category,Score,Evidence,Notes
ENSG00000112110,ENSG00000112110 ENSDARG00000060199 ENSMUSG00000057388 ENSRNOG00000014582 ,MRPL18,29074,HGNC:14477,mitochondrial ribosomal protein L18,Known mitochondrial,0.999999806,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.58486875 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.231 | ,Characterised
ENSG00000112234,ENSG00000112234 ENSDARG00000026941 ENSMUSG00000040410 ENSRNOG00000005641 ,FBXL4,26235,HGNC:13601,F-box and leucine-rich repeat protein 4,Known mitochondrial,0.816984312,MTS_Mean: 0.5847125 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.053 | ,OMIM:605654
ENSG00000112290,ENSG00000112290 ENSDARG00000060349 ENSMUSG00000019831 ENSRNOG00000047476 ,WASF1,8936,HGNC:12732,"WAS protein family, member 1",Known mitochondrial,0.466756844,PMID16615898_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.25241875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.222 | ,OMIM:605035
ENSG00000112294,ENSG00000112294 ENSDARG00000076544 ENSMUSG00000035936 ENSRNOG00000023538 SPAC1002.12c YBR006W ,ALDH5A1,7915,HGNC:408,"aldehyde dehydrogenase 5 family, member A1",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 4 | MTS_Mean: 0.91734375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.929 | ,Characterised; Metabolic model; 
ENSG00000112651,ENSG00000112651 ENSDARG00000062568 ENSMUSG00000002767 ENSRNOG00000018057 SPCC16C4.15 YEL050C ,MRPL2,51069,HGNC:14056,mitochondrial ribosomal protein L2,Known mitochondrial,1,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.48838125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.941 | ,Characterised
ENSG00000112695,ENSG00000112695 ENSDARG00000086341 ENSMUSG00000032330 ENSRNOG00000042903 ,COX7A2,1347,HGNC:2288,cytochrome c oxidase subunit VIIa polypeptide 2 (liver),Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12865426_liver_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 5 | MTS_Mean: 0.9557 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.889 | ,Characterised; Metabolic model; 
ENSG00000112782,ENSG00000112782 ENSDARG00000070584 ENSMUSG00000023959 ENSRNOG00000047218 ,CLIC5,53405,HGNC:13517,chloride intracellular channel 5,Known mitochondrial,0.006485974,PMID26450961_Sum: 1 | PMID16615898_Sum: 3 | MS_Placenta_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.016875 | compartments_knowledge_difference: -2.6 | Comm_Mito_Ratio: 0.133 | ,Literature; PMID:26777142 IMM
ENSG00000112855,ENSG00000112855 ENSMUSG00000019143 ENSRNOG00000016087 ,HARS2,23438,HGNC:4817,"histidyl-tRNA synthetase 2, mitochondrial",Known mitochondrial,1,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.70146875 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.296 | ,OMIM:600783
ENSG00000112992,ENSG00000112992 ENSDARG00000023536 ENSMUSG00000025453 ENSRNOG00000026842 ,NNT,23530,HGNC:7863,nicotinamide nucleotide transhydrogenase,Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 5 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 7 | MTS_Mean: 0.63925 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.231 | ,Characterised; Metabolic model; 
ENSG00000112996,ENSG00000112996 ENSDARG00000104111 ENSMUSG00000021731 ENSRNOG00000012136 ,MRPS30,10884,HGNC:8769,mitochondrial ribosomal protein S30,Known mitochondrial,0.999999956,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.6765 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.231 | ,Characterised
ENSG00000113013,ENSG00000113013 ENSDARG00000003035 ENSMUSG00000024359 ENSRNOG00000019525 ,HSPA9,3313,HGNC:5244,heat shock 70kDa protein 9 (mortalin),Known mitochondrial,0.999999986,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 8 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.95570625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | ,Characterised
ENSG00000113048,ENSG00000113048 ENSDARG00000059234 ENSMUSG00000041632 ENSRNOG00000017272 ,MRPS27,23107,HGNC:14512,mitochondrial ribosomal protein S27,Known mitochondrial,1,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MTS_Mean: 0.91228125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.4 | Comm_Mito_Ratio: 1 | ,Characterised; APEX; PMID:23371551
ENSG00000113272,ENSG00000113272 ENSDARG00000038360 ENSMUSG00000011254 ENSRNOG00000005539 SPCC63.07 YGR024C ,THG1L,54974,HGNC:26053,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),Known mitochondrial,0.999997957,MTS_Mean: 0.655275 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2 | ,"Literature; PMID:27307223, PMID:25008184, PMID:21784897. Causes disease  "
ENSG00000113384,ENSG00000113384 ENSDARG00000044225 ENSMUSG00000022200 ENSRNOG00000012186 ,GOLPH3,64083,HGNC:15452,golgi phosphoprotein 3 (coat-protein),Known mitochondrial,0.557436837,PMID15598749_T_leukemia_cell_line_0: 1 | MTS_Mean: 0.553375 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.143 | ,OMIM:612207
ENSG00000113492,ENSG00000113492 ENSDARG00000100709 ENSMUSG00000089678 ENSRNOG00000017821 ,AGXT2,64902,HGNC:14412,alanine--glyoxylate aminotransferase 2,Known mitochondrial,0.999999962,PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 2 | PMID11840540_liver_0: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MTS_Mean: 0.6045125 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.8 | Comm_Mito_Ratio: 0.727 | ,Characterised
ENSG00000113580,ENSG00000113580 ENSDARG00000025032 ENSMUSG00000024431 ENSRNOG00000014096 ,NR3C1,2908,HGNC:7978,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",Known mitochondrial,0.567861257,MTS_Mean: 0.0408625 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.792 | ,Literature; PMID:26479079
ENSG00000113734,ENSG00000113734 ENSDARG00000078259 ENSMUSG00000024191 ENSRNOG00000020753 ,BNIP1,662,HGNC:1082,BCL2/adenovirus E1B 19kDa interacting protein 1,Known mitochondrial,0.226806418,PMID24708184_Sum: 3 | MS_Brain_Sum: 1 | MTS_Mean: 0.01966875 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.111 | ,Literature; PMID: 21931693
ENSG00000113845,ENSG00000113845 ENSDARG00000053466 ENSMUSG00000002846 ENSRNOG00000002999 ,TIMMDC1,51300,HGNC:1321,translocase of inner mitochondrial membrane domain containing 1,Known mitochondrial,0.999999997,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.27186875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.2 | ,Characterised
ENSG00000114023,ENSG00000114023 ENSMUSG00000003955 ENSRNOG00000002255 ,FAM162A,26355,HGNC:17865,"family with sequence similarity 162, member A",Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.59325625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.786 | ,APEX; PMID:23371551; PMID:25002142
ENSG00000114026,ENSG00000114026 ENSDARG00000060002 ENSMUSG00000030271 ENSRNOG00000052140 YML060W ,OGG1,4968,HGNC:8125,8-oxoguanine DNA glycosylase,Known mitochondrial,0.951795822,PMID24708184_Sum: 1 | MTS_Mean: 0.68055625 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.364 | ,Literature; PMID:26297428
ENSG00000114054,ENSG00000114054 ENSDARG00000038910 ENSMUSG00000032527 ENSRNOG00000015869 ,PCCB,5096,HGNC:8654,"propionyl CoA carboxylase, beta polypeptide",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 5 | MTS_Mean: 0.822075 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.842 | ,Characterised; Metabolic model; 
ENSG00000114120,ENSG00000114120 ENSDARG00000038731 ENSMUSG00000032449 ENSRNOG00000013802 ,SLC25A36,55186,HGNC:25554,"solute carrier family 25 (pyrimidine nucleotide carrier), member 36",Known mitochondrial,0.999999,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.02583125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2 | ,OMIM:616149
ENSG00000114686,ENSG00000114686 ENSDARG00000103318 ENSMUSG00000032563 ENSRNOG00000012650 SPAC644.17c YGR220C ,MRPL3,11222,HGNC:10379,mitochondrial ribosomal protein L3,Known mitochondrial,0.999999996,PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.41413125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.4 | Comm_Mito_Ratio: 0.921 | ,Characterised
ENSG00000114956,ENSG00000114956 ENSDARG00000075395 ENSMUSG00000014554 ENSRNOG00000011617 ,DGUOK,1716,HGNC:2858,deoxyguanosine kinase,Known mitochondrial,0.999999227,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 13 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.8983125 | Comm_Mito_Ratio: 0.25 | ,Characterised
ENSG00000115042,ENSG00000115042 ENSMUSG00000027371 ENSRNOG00000013974 ,FAHD2A,51011,HGNC:24252,fumarylacetoacetate hydrolase domain containing 2A,Known mitochondrial,0.999999988,PMID14651853_Sum: 2 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 3 | MTS_Mean: 0.44314375 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.333 | ,APEX; PMID:23371551
ENSG00000115159,ENSG00000115159 ENSDARG00000062430 ENSMUSG00000026827 ENSRNOG00000033824 SPCC1223.03c YIL155C ,GPD2,2820,HGNC:4456,glycerol-3-phosphate dehydrogenase 2 (mitochondrial),Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID16615898_Sum: 3 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.49796875 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 0.727 | ,Characterised; Metabolic model; 
ENSG00000115204,ENSG00000115204 ENSDARG00000032431 ENSMUSG00000107283 ENSRNOG00000049430 YLR251W ,MPV17,4358,HGNC:7224,MpV17 mitochondrial inner membrane protein,Known mitochondrial,0.999999701,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | MS_Brain_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.76040625 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.333 | ,OMIM:137960
ENSG00000115286,ENSG00000115286 ENSDARG00000074552 ENSMUSG00000020153 ENSRNOG00000024568 ,NDUFS7,374291,HGNC:7714,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12865426_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615899_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 5 | MTS_Mean: 0.562775 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000115317,ENSG00000115317 ENSDARG00000069909 ENSMUSG00000068329 ENSRNOG00000022448 ,HTRA2,27429,HGNC:14348,HtrA serine peptidase 2,Known mitochondrial,0.999999999,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.8347875 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.8 | ,Characterised
ENSG00000115361,ENSG00000115361 ENSDARG00000088357 ENSMUSG00000026003 ENSRNOG00000012966 ,ACADL,33,HGNC:88,"acyl-CoA dehydrogenase, long chain",Known mitochondrial,1,PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 5 | MTS_Mean: 0.72416875 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 3 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.944 | ,Characterised; Metabolic model; 
ENSG00000115364,ENSG00000115364 ENSDARG00000011885 ENSMUSG00000030045 ENSRNOG00000006968 ,MRPL19,9801,HGNC:14052,mitochondrial ribosomal protein L19,Known mitochondrial,0.999999371,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.7524625 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 1 | ,Characterised
