"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"adipose.tissue"	"adrenal.gland"	"appendix"	"bone.marrow"	"breast"	"cerebral.cortex"	"cervix..uterine"	"colon"	"duodenum"	"endometrium"	"epididymis"	"esophagus"	"fallopian.tube"	"gallbladder"	"heart.muscle"	"kidney"	"liver"	"lung"	"lymph.node"	"ovary"	"pancreas"	"parathyroid.gland"	"placenta"	"prostate"	"rectum"	"salivary.gland"	"seminal.vesicle"	"skeletal.muscle"	"skin"	"small.intestine"	"smooth.muscle"	"spleen"	"stomach"	"testis"	"thyroid.gland"	"tonsil"	"urinary.bladder"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"DisCol"	"DomCol"	"GO_enzyme"	"pLI"
"ENSG00000074800"	"ENO1"	"ENSG00000074800 ENSDARG00000013750 ENSMUSG00000059040 ENSRNOG00000017895 "	"enolase 1, (alpha)"	"Predicted mitochondrial"	0.981132742	"PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.15981875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.667 | "	""	451.2	316.1	789.1	495.1	499.7	750.4	367.3	374.4	422	335.9	152.4	743.2	460.8	477.5	121.1	707.4	219.5	525.2	579.5	265.6	37.9	452.6	517.9	310.8	405.6	223.1	499.4	41.7	503.2	432.4	673.2	361.1	197	355.1	369.8	662.2	374.3	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.0103734127326719
"ENSG00000075035"	"WSCD2"	"ENSG00000075035 ENSDARG00000061819 ENSMUSG00000063430 ENSRNOG00000053045 "	"WSC domain containing 2"	"Predicted mitochondrial"	0.914269824	"MTS_Mean: 0.83065 | HPA_NonMitochondria: 1 | "	""	1	0.9	0.2	0	0.6	14.2	5.7	1.1	0.3	8.5	2.5	0.7	1.6	0.2	0.1	0.8	0	0.5	0.2	0.3	0.3	0	0.3	6.7	0.3	0	18.7	0	0.1	0.5	10.3	0.2	1.3	0.5	28.7	0.1	2.7	NA	NA	NA	NA	"white"	"white"	NA	0.494025684101003
"ENSG00000075239"	"ACAT1"	"ENSG00000075239 ENSDARG00000045888 ENSMUSG00000032047 ENSRNOG00000007862 "	"acetyl-CoA acetyltransferase 1"	"Known mitochondrial"	0.999999981	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 11 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.934775 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.944 | "	"Characterised; Metabolic model; "	126.8	167.7	31.3	22.7	54.5	56.5	52.7	86.5	93.6	61.3	31.6	42.6	53.7	34.2	158.4	530.1	417.2	57.7	27.5	68.7	20.4	123.1	31.1	64.1	82.1	37.2	72.5	147.4	39.2	51.6	71.3	33.4	55.6	157.4	95.4	24.5	35.6	"203750"	"Alpha-methylacetoacetic aciduria"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	0.00159951559198285
"ENSG00000075240"	"GRAMD4"	"ENSG00000075240 ENSDARG00000045506 ENSMUSG00000035900 ENSRNOG00000016968 "	"GRAM domain containing 4"	"Known mitochondrial"	0.933912158	"MTS_Mean: 0.389975 | compartments_knowledge_difference: 1.2 | "	"OMIM:613691"	17.2	41.5	24.3	14.9	11.7	35.5	13	40.5	35.8	11.5	11.8	24.7	26.1	32.5	21.2	9.8	8.6	29.5	20.8	10.3	3.1	19.6	15	7.6	30.4	6.5	9.9	5.4	53.3	40.7	13.3	22	27.6	12	27.7	25.6	14.7	NA	NA	NA	NA	"white"	"white"	NA	0.999791413435688
"ENSG00000075303"	"SLC25A40"	"ENSG00000075303 ENSDARG00000015856 ENSMUSG00000054099 ENSRNOG00000022837 "	"solute carrier family 25, member 40"	"Known mitochondrial"	0.999989904	"PMID24708184_Sum: 2 | PMID26450961_Sum: 9 | PMID15501831_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MTS_Mean: 0.0099375 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 2.2 | "	"OMIM:610821"	5.5	9.2	11.7	5	10.2	13	9	8	6.8	11.4	7.5	6.5	10.1	8.7	7.2	8.8	3.4	8.9	12.5	10.6	0.9	12.5	5.4	13.6	10.9	2.5	7.3	2.2	9.7	8.1	7.8	12.5	6.7	8.9	11.9	9.5	7.6	NA	NA	NA	NA	"white"	"white"	NA	2.14670620627733e-07
"ENSG00000075336"	"TIMM21"	"ENSG00000075336 ENSDARG00000071594 ENSMUSG00000024645 ENSRNOG00000015142 "	"translocase of inner mitochondrial membrane 21 homolog (yeast)"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 12 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.70345625 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised"	15.1	17	14.1	5.2	12.8	20.7	10.7	12.5	12.9	15	14.6	9.3	12.4	9.1	25.7	20.2	8.1	10.6	11.6	12.8	1.7	21.1	14.4	15.6	15.4	4.4	13.9	17.8	13.2	13.5	14.1	15.8	8.1	12.3	17.4	9.8	10.7	NA	NA	NA	NA	"white"	"white"	NA	0.00532093086929824
"ENSG00000075415"	"SLC25A3"	"ENSG00000075415 ENSDARG00000025566 ENSMUSG00000061904 ENSRNOG00000008289 SPBC1703.13c YER053C "	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 4 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 3 | PMID17000643_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 8 | MTS_Mean: 0.383 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.787 | "	"Characterised; Metabolic model; "	289.9	409.2	255.3	128	308.9	259.7	275.7	350.7	397.9	310	279.4	293.9	308.8	223.5	508.8	438.9	189.3	261.4	239.1	299.9	55.8	583.9	287.1	293.8	408.4	98.8	303.9	528.2	228.4	336.2	387.4	190.5	218	142.9	332.3	309.5	243.1	"610773"	"Mitochondrial phosphate carrier deficiency"	"R"	"MitoDis"	"black"	"green"	NA	0.0715576488202016
"ENSG00000075624"	"ACTB"	"ENSG00000075624 ENSMUSG00000029580 ENSRNOG00000034254 "	"actin, beta"	"Known mitochondrial"	0.980969171	"PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID21672642_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.03475625 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -3 | Comm_Mito_Ratio: 0.647 | "	"Literature; PMID:21398640 Associated with mtDNA"	2684.8	1194.2	5043.1	2023.8	884	2243.1	1778.8	2099.3	1465.8	3469	1243.4	2728.6	2065.2	2382.2	345.6	710.3	696	2832.9	4313.6	1369	144.1	850.8	2200.7	2272.9	2023	447	3476.9	85.9	1131.6	2027.4	7124.7	3554.6	1196.2	829	1725.4	3681.2	3035	"607371,243310"	"Dystonia, juvenile-onset; Baraitser-Winter syndrome 1"	"D"	NA	"black"	"blue"	NA	0.935803217105583
"ENSG00000076043"	"REXO2"	"ENSG00000076043 ENSDARG00000009806 ENSMUSG00000032026 ENSRNOG00000018939 SPBC1347.07 YLR059C "	"RNA exonuclease 2"	"Known mitochondrial"	0.999999998	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.6661125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.8 | "	"Characterised"	57.8	73.9	55.2	33.1	71.2	26.8	97.1	47.1	24.7	117	55.7	71.8	44.9	73.9	82.9	102.7	25.1	61.5	36.9	83.4	8.9	254.4	79.7	116.1	53.6	48.1	79.5	12.9	59.5	30.5	153.7	61.3	41.1	96	60.3	35.1	85	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.888428672321779
"ENSG00000076248"	"UNG"	"ENSG00000076248 ENSDARG00000094922 ENSMUSG00000029591 ENSRNOG00000000692 SPCC1183.06 YML021C "	"uracil DNA glycosylase"	"Known mitochondrial"	0.947274738	"MTS_Mean: 0.4954875 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.267 | "	"OMIM:191525"	20.9	56.4	20	9.9	27.7	17.5	22.3	27.9	17.3	17.5	14.3	22.7	24.5	16	13.4	28.2	16.2	14.1	21	19.1	2.2	34.6	25	22.5	32.2	7.5	24	13.4	27.9	21	20.8	16.3	14.3	44.9	36.6	25.1	19	"608106"	"Immunodeficiency with hyper IgM, type 5"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	0.0465811527139078
"ENSG00000076555"	"ACACB"	"ENSG00000076555 ENSDARG00000061994 ENSMUSG00000042010 "	"acetyl-CoA carboxylase beta"	"Known mitochondrial"	0.985868962	"PMID14651853_Sum: 1 | PMID26450961_Sum: 11 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.0338 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.917 | "	"Metabolic model"	194	23.2	4.5	2.3	15.2	6.2	8.9	10.4	8.7	14	4.2	11.8	13.4	17.2	11.2	12.4	21.1	10.2	4.6	17.6	4	30.2	3.7	11.3	9.2	5.2	16.2	15.6	6	10.8	14.1	7.9	9.3	6.3	22.6	2.9	9.1	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	5.12432725817776e-22
"ENSG00000077157"	"PPP1R12B"	"ENSG00000077157 ENSMUSG00000073557 ENSRNOG00000051440 "	"protein phosphatase 1, regulatory subunit 12B"	"Predicted mitochondrial"	0.855519663	"PMID26450961_Sum: 9 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.31608125 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.067 | "	""	45.7	14.6	50.3	5.4	22	20.5	79.1	58.4	25.4	363.9	36.9	170.4	88.1	114.1	249.2	15.6	4.3	37.6	22.7	47.4	1.5	12.3	49.3	221	73.8	8.7	270.9	28.9	6.4	34.6	355.3	43.2	16.5	13.7	18.5	14.5	97	NA	NA	NA	NA	"white"	"white"	NA	0.124454641728848
"ENSG00000077713"	"SLC25A43"	"ENSG00000077713 ENSDARG00000102048 ENSMUSG00000037636 ENSRNOG00000012756 SPAPB17E12.12c YPR011C "	"solute carrier family 25, member 43"	"Known mitochondrial"	0.988338872	"MTS_Mean: 0.4276 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.6 | "	"OMIM:300641"	9.7	2.9	8.7	0.9	9.9	2.3	7.5	12.1	13	7	2.9	20.6	5.5	5.9	2.2	7	4.8	13.1	5.4	6.3	1	5.7	10.2	6.1	14.9	4.1	5.5	0.2	16.3	12.3	10.7	5.8	7.3	3.5	5.2	9.2	10.6	NA	NA	NA	NA	"white"	"white"	NA	0.0529550244704604
"ENSG00000078070"	"MCCC1"	"ENSG00000078070 ENSDARG00000102538 ENSMUSG00000027709 ENSRNOG00000013293 YGL062W "	"methylcrotonoyl-CoA carboxylase 1 (alpha)"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 6 | MTS_Mean: 0.4023625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.882 | "	"Metabolic model"	38.3	31.5	12.6	8.8	42.6	22.3	18.9	17.6	16.8	17.6	19.3	18.8	18.9	18.4	21.5	60.7	30.3	27.4	13.7	23.1	6.8	20.1	9.2	24.7	21.1	7.2	18.4	7.6	17.6	15	15.5	15.9	19.3	18	31.1	14.7	37.3	"210200"	"3-methylcrotonyl-CoA carboxylase 1 deficiency"	"R"	"MitoDis"	"black"	"green"	NA	2.51105898766941e-05
"ENSG00000078668"	"VDAC3"	"ENSG00000078668 ENSDARG00000003695 ENSMUSG00000008892 ENSRNOG00000019277 "	"voltage-dependent anion channel 3"	"Known mitochondrial"	0.999999997	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.29730625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | "	"OMIM:610029"	80.9	88	87.2	59.5	90.8	185.6	83.8	106.2	87	108.4	87.1	113.9	144.8	94	259.3	120.9	50.2	81.3	81.3	80.8	13.1	113.3	95.9	117.3	124.6	28.5	116.4	327.2	67.4	87.4	137.6	80.1	53.3	220.3	147.7	79.2	95.4	NA	NA	NA	NA	"white"	"white"	NA	0.970696229268312
"ENSG00000080815"	"PSEN1"	"ENSG00000080815 ENSDARG00000004870 ENSMUSG00000019969 ENSRNOG00000009110 "	"presenilin 1"	"Known mitochondrial"	0.3287029	"PMID24708184_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.04995 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.2 | "	"Literature; PMID: 12377771"	28.2	29.8	36.7	26	35.2	66.1	42.6	49.3	50.9	41.5	32.6	37.9	36.2	49.3	12	37.4	16.3	47.2	25.9	26.5	4.7	59.6	60	39.3	51.1	9.8	32.4	5.4	45.1	54.8	38.7	31.6	29.1	59.9	59	29.1	39.2	"613737,607822,613694,600274,172700"	"Acne inversa, familial, 3; Alzheimer disease, type 3; Cardiomyopathy, dilated, 1U; Dementia, frontotemporal; Pick disease"	"D"	NA	"black"	"blue"	"catalytic activity"	0.997601160543998
"ENSG00000080819"	"CPOX"	"ENSG00000080819 ENSDARG00000062025 ENSMUSG00000022742 ENSRNOG00000001654 SPAC222.11 YDR044W "	"coproporphyrinogen oxidase"	"Known mitochondrial"	1	"PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.69793125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.667 | "	"Characterised; Metabolic model; "	8.7	12.8	15.2	25.5	8.6	21.2	11.8	9.6	21.2	16.2	8.2	14.6	10.8	12.1	5.5	6.5	17.6	10.7	13.5	12.5	1.2	16.9	24.4	12.4	12.8	3.1	10.6	3.8	14.8	16.4	12.6	12.5	8.5	8.6	11.4	11.1	11.9	"121300"	"Coproporphyria, hereditary"	"B"	NA	"black"	"white"	"catalytic activity"	0.0232273467536485
"ENSG00000081177"	"EXD2"	"ENSG00000081177 ENSDARG00000016117 ENSMUSG00000032705 ENSRNOG00000027707 "	"exonuclease 3-5 domain containing 2"	"Predicted mitochondrial"	0.993165737	"PMID24708184_Sum: 4 | PMID26450961_Sum: 3 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Brain_Sum: 4 | MTS_Mean: 0.27740625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | "	""	8.9	9.1	6.9	1.6	12.1	24.6	20.9	8.4	7.1	15.9	14.5	11	21.2	12.7	6	11.2	2.9	12.8	4.8	13.5	3.5	30.9	10.8	16.7	10.3	6.4	14.6	3.8	7.9	7.4	14.7	8.2	6.5	36.4	19.1	4.2	8.8	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	1.11026481255e-08
"ENSG00000081181"	"ARG2"	"ENSG00000081181 ENSDARG00000039269 ENSMUSG00000021125 ENSRNOG00000053811 "	"arginase 2"	"Known mitochondrial"	0.999999905	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID26450961_Sum: 5 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID21189371_mammary_gland_0: 1 | MS_Placenta_Sum: 1 | MS_Kidney_Sum: 2 | MTS_Mean: 0.962075 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.5 | "	"Characterised; Metabolic model; "	2.5	8.6	3.7	0.2	5.7	7.4	24.6	1.4	3.4	10.3	3.5	7.7	1.1	13.7	0.9	63.5	0.7	2.2	0.5	1.7	0.8	96.3	11.5	165.6	1.6	4.7	8.3	6.6	0.6	15.8	5.6	0.8	1.3	5.8	157.3	1.7	11.6	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.542999038189075
"ENSG00000081791"	"KIAA0141"	"ENSG00000081791 ENSDARG00000104789 ENSMUSG00000024442 ENSRNOG00000019276 "	"KIAA0141"	"Known mitochondrial"	0.999999987	"MTS_Mean: 0.8031375 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.333 | "	"OMIM:615741"	30.3	47.2	31.3	25.6	29.4	34.9	32.5	29	32	38.7	17.4	28.5	45.1	39.4	51.4	24.5	17.3	43.5	35.9	30.3	5.7	42.1	42.4	34.3	34.9	9.5	34.2	15.7	23	30.5	43.8	63.3	24.7	21.7	45.5	26.2	34.5	NA	NA	NA	NA	"white"	"white"	NA	3.06120841888116e-10
"ENSG00000082212"	"ME2"	"ENSG00000082212 ENSDARG00000100718 ENSMUSG00000024556 ENSRNOG00000015582 "	"malic enzyme 2, NAD(+)-dependent, mitochondrial"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.628725 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.781 | "	"Characterised; Metabolic model; "	19.9	27.8	42.6	17.4	13.8	30.1	18.4	36.7	48.5	21.2	12.2	16	18	25.1	32.7	16.4	9.2	22.1	35	14.3	4.2	42.2	21	27.9	40.7	4	29.8	13.6	12.7	46.1	28.9	54.3	30.7	40.6	21.1	24.3	23.1	NA	NA	NA	"MitoDis"	"black"	"white"	"catalytic activity"	1.17412339312961e-07
"ENSG00000082515"	"MRPL22"	"ENSG00000082515 ENSDARG00000060798 ENSMUSG00000020514 ENSRNOG00000027039 "	"mitochondrial ribosomal protein L22"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.6528875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.923 | "	"Characterised"	30.6	54.2	35.8	30	43.2	27.8	37.7	39.3	34.8	40	41.2	38	42.6	33.6	32.6	51.8	34.6	36	44.4	28.1	6.7	41.9	47.4	40.5	42.2	14.1	34.8	16	30.1	34	39.3	33.2	27.6	62.7	54.4	34.8	40.3	NA	NA	NA	NA	"white"	"white"	NA	3.44167883429456e-07
