Protein	Gene.ID	Gene	Status	CAFA
1881	K7ENB4	ENSG00000167468	GPX4	Known mitochondrial	NA
1882	K7ENJ5	ENSG00000072062	PRKACA	Known mitochondrial	NA
1883	K7ENN4	ENSG00000141391	PRELID3A	Predicted mitochondrial	NA
1884	K7ENP1	ENSG00000066651	TRMT11	Known mitochondrial	NA
1885	K7ENU3	ENSG00000115286	NDUFS7	Known mitochondrial	NA
1886	K7EP78	ENSG00000141391	PRELID3A	Predicted mitochondrial	NA
1887	K7EP87	ENSG00000186010	NDUFA13	Known mitochondrial	NA
1888	K7EPJ0	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
1889	K7EPQ7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
1890	K7EPT3	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1891	K7EPV0	ENSG00000183978	COA3	Known mitochondrial	NA
1892	K7EPZ4	ENSG00000066651	TRMT11	Known mitochondrial	NA
1893	K7EQ27	ENSG00000173786	CNP	Known mitochondrial	NA
1894	K7EQ77	ENSG00000174886	NDUFA11	Known mitochondrial	NA
1895	K7EQF5	ENSG00000087157	PGS1	Known mitochondrial	NA
1896	K7EQJ7	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1897	K7EQK2	ENSG00000149428	HYOU1	Predicted mitochondrial	NA
1898	K7EQN3	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
1899	K7EQU6	ENSG00000152234	ATP5A1	Known mitochondrial	NA
1900	K7EQX1	ENSG00000104936	DMPK	Known mitochondrial	NA
1901	K7EQY7	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1902	K7ER06	ENSG00000108443	RPS6KB1	Known mitochondrial	NA
1903	K7ER63	ENSG00000105607	GCDH	Known mitochondrial	NA
1904	K7ERK1	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
1905	K7ERS1	ENSG00000196365	LONP1	Known mitochondrial	NA
1906	K7ERV1	ENSG00000160439	RDH13	Predicted mitochondrial	NA
1907	K7ERX1	ENSG00000105607	GCDH	Known mitochondrial	NA
1908	K7ESA0	ENSG00000152234	ATP5A1	Known mitochondrial	NA
1909	K7ESM8	ENSG00000130159	ECSIT	Known mitochondrial	NA
1910	L0R8F8	ENSG00000100335	MIEF1	Known mitochondrial	NA
1911	M0QWZ7	ENSG00000104835	SARS2	Known mitochondrial	NA
1912	M0QX29	ENSG00000104835	SARS2	Known mitochondrial	NA
1913	M0QX49	ENSG00000039650	PNKP	Known mitochondrial	NA
1914	M0QX80	ENSG00000105755	ETHE1	Known mitochondrial	NA
1915	M0QX81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
1916	M0QXA1	ENSG00000130299	GTPBP3	Known mitochondrial	NA
1917	M0QXB5	ENSG00000105755	ETHE1	Known mitochondrial	NA
1918	M0QXE9	ENSG00000125656	CLPP	Known mitochondrial	NA
1919	M0QXH0	ENSG00000100348	TXN2	Known mitochondrial	NA
1920	M0QXZ7	ENSG00000183207	RUVBL2	Known mitochondrial	NA
1921	M0QY80	ENSG00000105755	ETHE1	Known mitochondrial	NA
1922	M0QY91	ENSG00000167985	SDHAF2	Known mitochondrial	NA
1923	M0QYA5	ENSG00000167755	KLK6	Known mitochondrial	NA
1924	M0QYD8	ENSG00000183207	RUVBL2	Known mitochondrial	NA
1925	M0QYH2	ENSG00000039650	PNKP	Known mitochondrial	NA
1926	M0QYN2	ENSG00000167985	SDHAF2	Known mitochondrial	NA
1927	M0QYW1	ENSG00000130299	GTPBP3	Known mitochondrial	NA
1928	M0QZ10	ENSG00000105552	BCAT2	Known mitochondrial	NA
1929	M0QZC4	ENSG00000105341	ATP5SL	Known mitochondrial	NA
1930	M0QZG8	ENSG00000204152	TIMM23B	Known mitochondrial	NA
1931	M0QZH2	ENSG00000125652	ALKBH7	Known mitochondrial	NA
1932	M0QZI0	ENSG00000125652	ALKBH7	Known mitochondrial	NA
1933	M0QZP4	ENSG00000105552	BCAT2	Known mitochondrial	NA
1934	M0QZX8	ENSG00000104823	ECH1	Known mitochondrial	NA
1935	M0R022	ENSG00000229833	PET100	Known mitochondrial	NA
1936	M0R026	ENSG00000105135	ILVBL	Predicted mitochondrial	NA
1937	M0R051	ENSG00000055950	MRPL43	Known mitochondrial	NA
1938	M0R060	ENSG00000167985	SDHAF2	Known mitochondrial	NA
1939	M0R078	ENSG00000105341	ATP5SL	Known mitochondrial	NA
1940	M0R093	ENSG00000130312	MRPL34	Known mitochondrial	NA
1941	M0R0F4	ENSG00000123815	COQ8B	Known mitochondrial	NA
1942	M0R0L0	ENSG00000182346	DAOA	Known mitochondrial	NA
1943	M0R0N0	ENSG00000267855	NDUFA7	Known mitochondrial	NA
1944	M0R0P7	ENSG00000105640	RPL18A	Predicted mitochondrial	NA
1945	M0R0S9	ENSG00000130299	GTPBP3	Known mitochondrial	NA
1946	M0R0Y3	ENSG00000183207	RUVBL2	Known mitochondrial	NA
1947	M0R0Z0	ENSG00000183207	RUVBL2	Known mitochondrial	NA
1948	M0R117	ENSG00000105640	RPL18A	Predicted mitochondrial	NA
1949	M0R124	ENSG00000104980	TIMM44	Known mitochondrial	NA
1950	M0R153	ENSG00000161558	TMEM143	Predicted mitochondrial	NA
1951	M0R161	ENSG00000130299	GTPBP3	Known mitochondrial	NA
1952	M0R176	ENSG00000111639	MRPL51	Known mitochondrial	NA
1953	M0R1A7	ENSG00000105640	RPL18A	Predicted mitochondrial	NA
1954	M0R1C0	ENSG00000104835	SARS2	Known mitochondrial	NA
1955	M0R1K5	ENSG00000117481	NSUN4	Known mitochondrial	NA
1956	M0R1K9	ENSG00000267855	NDUFA7	Known mitochondrial	NA
1957	M0R1X0	ENSG00000130299	GTPBP3	Known mitochondrial	NA
1958	M0R208	ENSG00000125656	CLPP	Known mitochondrial	NA
1959	M0R225	ENSG00000167654	ATCAY	Predicted mitochondrial	NA
1960	M0R226	ENSG00000130312	MRPL34	Known mitochondrial	NA
1961	M0R259	ENSG00000104835	SARS2	Known mitochondrial	NA
1962	M0R2D0	ENSG00000185236	RAB11B	Predicted mitochondrial	NA
1963	M0R2D2	ENSG00000105197	TIMM50	Known mitochondrial	NA
1964	M0R2F4	ENSG00000123815	COQ8B	Known mitochondrial	NA
1965	M0R2F8	ENSG00000105197	TIMM50	Known mitochondrial	NA
1966	M0R2H5	ENSG00000104835	SARS2	Known mitochondrial	NA
1967	M0R2M6	ENSG00000182346	DAOA	Known mitochondrial	NA
1968	M0R304	ENSG00000105701	FKBP8	Known mitochondrial	NA
1969	M0R325	ENSG00000161558	TMEM143	Predicted mitochondrial	NA
1970	M0R333	ENSG00000104936	DMPK	Known mitochondrial	NA
1971	M0R3B8	ENSG00000099795	NDUFB7	Known mitochondrial	NA
1972	M0R3C8	ENSG00000039650	PNKP	Known mitochondrial	NA
2080	O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial	NA
2081	O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial	NA
2082	O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial	NA
2142	O60320	ENSG00000104059	FAM189A1	Predicted mitochondrial	NA
2143	O60320	ENSG00000104059	FAM189A1	Predicted mitochondrial	NA
2144	O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
2145	O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
2146	O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
2147	O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
2155	O60930	ENSG00000171865	RNASEH1	Known mitochondrial	NA
2159	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2160	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2161	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2162	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2163	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2164	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2165	O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
2194	O75439	ENSG00000105819	PMPCB	Known mitochondrial	NA
2223	O75896	ENSG00000114383	TUSC2	Predicted mitochondrial	NA
2231	O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
2232	O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
2233	O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
2234	O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
2235	O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
2236	O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
2274	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2275	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2276	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2277	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2278	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2279	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2280	O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
2303	O95870	ENSG00000204427	ABHD16A	Predicted mitochondrial	NA
2304	O95870	ENSG00000204427	ABHD16A	Predicted mitochondrial	NA
2351	P03901	ENSG00000212907	MT-ND4L	Known mitochondrial	NA
2458	P0C7M7	ENSG00000215009	ACSM4	Known mitochondrial	NA
2459	P0C7P0	ENSG00000277972	CISD3	Known mitochondrial	NA
2461	P0DJ07	ENSG00000229833	PET100	Known mitochondrial	NA
2509	P13797	ENSG00000102024	PLS3	Predicted mitochondrial	NA
2510	P13797	ENSG00000102024	PLS3	Predicted mitochondrial	NA
2511	P13797	ENSG00000102024	PLS3	Predicted mitochondrial	NA
2522	P14621	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
2566	P19971	ENSG00000025708	TYMP	Predicted mitochondrial	NA
2567	P19971	ENSG00000025708	TYMP	Predicted mitochondrial	NA
2625	P23919	ENSG00000168393	DTYMK	Predicted mitochondrial	NA
2626	P23919	ENSG00000168393	DTYMK	Predicted mitochondrial	NA
2643	P26440	ENSG00000128928	IVD	Known mitochondrial	NA
2644	P26440	ENSG00000128928	IVD	Known mitochondrial	NA
2695	P30042	ENSG00000160221	C21orf33	Known mitochondrial	NA
2696	P30042	ENSG00000160221	C21orf33	Known mitochondrial	NA
2885	P49901	ENSG00000163206	SMCP	Known mitochondrial	NA
2918	P52790	ENSG00000160883	HK3	Predicted mitochondrial	NA
2921	P53370	ENSG00000170917	NUDT6	Known mitochondrial	NA
2922	P53370	ENSG00000170917	NUDT6	Known mitochondrial	NA
2967	P56278	ENSG00000214827	MTCP1	Predicted mitochondrial	NA
2968	P56378	ENSG00000156411	C14orf2	Known mitochondrial	NA
2969	P56378	ENSG00000156411	C14orf2	Known mitochondrial	NA
2990	P59942	ENSG00000204511	MCCD1	Known mitochondrial	NA
2997	P60983	ENSG00000197045	GMFB	Predicted mitochondrial	NA
3010	P62256	ENSG00000186591	UBE2H	Predicted mitochondrial	NA
3011	P62256	ENSG00000186591	UBE2H	Predicted mitochondrial	NA
3060	Q00G26	ENSG00000214456	PLIN5	Known mitochondrial	NA
3061	Q01415	ENSG00000156958	GALK2	Predicted mitochondrial	NA
3062	Q01415	ENSG00000156958	GALK2	Predicted mitochondrial	NA
3073	Q02221	ENSG00000156885	COX6A2	Known mitochondrial	NA
3091	Q05C16	ENSG00000173988	LRRC63	Predicted mitochondrial	NA
3125	Q08AH3	ENSG00000183747	ACSM2A	Known mitochondrial	NA
3126	Q08E91	ENSG00000110717	NDUFS8	Known mitochondrial	NA
3184	Q13542	ENSG00000148730	EIF4EBP2	Predicted mitochondrial	NA
3198	Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
3199	Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
3200	Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
3201	Q13875	ENSG00000168314	MOBP	Known mitochondrial	NA
3206	Q14249	ENSG00000167136	ENDOG	Known mitochondrial	NA
3209	Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
3210	Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
3211	Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
3212	Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	NA
3221	Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	NA
3222	Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	NA
3223	Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	NA
3253	Q16526	ENSG00000008405	CRY1	Known mitochondrial	NA
3255	Q16559	ENSG00000186051	TAL2	Predicted mitochondrial	NA
3304	Q2I378	ENSG00000205309	NT5M	Known mitochondrial	NA
3305	Q2L696	ENSG00000070081	NUCB2	Known mitochondrial	NA
3308	Q2PPL5	ENSG00000100416	TRMU	Known mitochondrial	NA
3309	Q2TB90	ENSG00000156510	HKDC1	Predicted mitochondrial	NA
3310	Q2TB90	ENSG00000156510	HKDC1	Predicted mitochondrial	NA
3311	Q2TB90	ENSG00000156510	HKDC1	Predicted mitochondrial	NA
3312	Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial	NA
3313	Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial	NA
3317	Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
3318	Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
3319	Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
3320	Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	NA
3321	Q32M84	ENSG00000138152	BTBD16	Predicted mitochondrial	NA
3322	Q32M84	ENSG00000138152	BTBD16	Predicted mitochondrial	NA
3328	Q32Q12	ENSG00000011052	NME1-NME2	Predicted mitochondrial	NA
3334	Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
3335	Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
3336	Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
3337	Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	NA
3338	Q3MIT2	ENSG00000162927	PUS10	Predicted mitochondrial	NA
3339	Q3MIX3	ENSG00000173137	ADCK5	Predicted mitochondrial	NA
3340	Q3SXM5	ENSG00000103160	HSDL1	Predicted mitochondrial	NA
3341	Q3SXM5	ENSG00000103160	HSDL1	Predicted mitochondrial	NA
3342	Q3SY17	ENSG00000141437	SLC25A52	Known mitochondrial	NA
3346	Q3T7B4	ENSG00000043514	TRIT1	Known mitochondrial	NA
3350	Q3ZCV2	ENSG00000162398	LEXM	Predicted mitochondrial	NA
3351	Q3ZCV2	ENSG00000162398	LEXM	Predicted mitochondrial	NA
3352	Q495G5	ENSG00000151611	MMAA	Known mitochondrial	NA
3353	Q49AI2	ENSG00000137274	BPHL	Predicted mitochondrial	NA
3354	Q49AI9	ENSG00000141338	ABCA8	Predicted mitochondrial	NA
3355	Q49AM1	ENSG00000120832	MTERF2	Known mitochondrial	NA
3357	Q4G0I0	ENSG00000174109	C16orf91	Known mitochondrial	NA
3362	Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
3363	Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
3364	Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
3365	Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	NA
3366	Q4LEZ3	ENSG00000205002	AARD	Predicted mitochondrial	NA
3367	Q4R9M9	ENSG00000054523	KIF1B	Known mitochondrial	NA
3368	Q4TT34	ENSG00000103202	NME4	Known mitochondrial	NA
3370	Q4VAR0	ENSG00000160882	CYP11B1	Known mitochondrial	NA
3371	Q4VC31	ENSG00000160124	CCDC58	Known mitochondrial	NA
3372	Q50LG9	ENSG00000254402	LRRC24	Predicted mitochondrial	NA
3373	Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial	NA
3374	Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial	NA
3380	Q53S33	ENSG00000163170	BOLA3	Known mitochondrial	NA
3381	Q53S33	ENSG00000163170	BOLA3	Known mitochondrial	NA
3382	Q53S58	ENSG00000144120	TMEM177	Predicted mitochondrial	NA
3383	Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
3384	Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
3385	Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
3386	Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
3387	Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
3388	Q562E7	ENSG00000167716	WDR81	Known mitochondrial	NA
3391	Q56VL3	ENSG00000145247	OCIAD2	Known mitochondrial	NA
3392	Q56VL3	ENSG00000145247	OCIAD2	Known mitochondrial	NA
3393	Q5BJH1	ENSG00000197746	PSAP	Predicted mitochondrial	NA
3394	Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
3395	Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
3396	Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
3397	Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
3398	Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
3399	Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
3400	Q5BKU9	ENSG00000204237	OXLD1	Predicted mitochondrial	NA
3401	Q5BKV1	ENSG00000100345	MYH9	Known mitochondrial	NA
3402	Q5BKY1	ENSG00000198812	LRRC10	Known mitochondrial	NA
3403	Q5CZC0	ENSG00000188738	FSIP2	Predicted mitochondrial	NA
3404	Q5CZC0	ENSG00000188738	FSIP2	Predicted mitochondrial	NA
3409	Q5H928	ENSG00000072506	HSD17B10	Known mitochondrial	NA
3410	Q5H9E4	ENSG00000269743	SLC25A53	Known mitochondrial	NA
3411	Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
3412	Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
3413	Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
3414	Q5HYI7	ENSG00000177034	MTX3	Predicted mitochondrial	NA
3415	Q5HYK3	ENSG00000110871	COQ5	Known mitochondrial	NA
3416	Q5HYK3	ENSG00000110871	COQ5	Known mitochondrial	NA
3417	Q5I0X7	ENSG00000183891	TTC32	Predicted mitochondrial	NA
3418	Q5J9B1	ENSG00000140465	CYP1A1	Known mitochondrial	NA
3419	Q5JP53	ENSG00000196230	TUBB	Predicted mitochondrial	NA
3422	Q5JPU0	ENSG00000131828	PDHA1	Known mitochondrial	NA
3423	Q5JPU3	ENSG00000131828	PDHA1	Known mitochondrial	NA
3424	Q5JQF3	ENSG00000174740	PABPC5	Known mitochondrial	NA
3425	Q5JR95	ENSG00000142937	RPS8	Predicted mitochondrial	NA
3426	Q5JRR6	ENSG00000130985	UBA1	Known mitochondrial	NA
3434	Q5JU23	ENSG00000136877	FPGS	Known mitochondrial	NA
3435	Q5JXI2	ENSG00000022267	FHL1	Known mitochondrial	NA
3436	Q5JYA8	ENSG00000120254	MTHFD1L	Known mitochondrial	NA
3440	Q5QNZ2	ENSG00000116459	ATP5F1	Known mitochondrial	NA
3441	Q5QPE7	ENSG00000125871	MGME1	Known mitochondrial	NA
3442	Q5QPE8	ENSG00000125871	MGME1	Known mitochondrial	NA
3443	Q5R211	ENSG00000021826	CPS1	Known mitochondrial	NA
3447	Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
3448	Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
3449	Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
3450	Q5SQH8	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
3451	Q5SRD1	ENSG00000204152	TIMM23B	Known mitochondrial	NA
3452	Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
3453	Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
3454	Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
3455	Q5ST30	ENSG00000137411	VARS2	Known mitochondrial	NA
3456	Q5ST81	ENSG00000196230	TUBB	Predicted mitochondrial	NA
3457	Q5SVJ7	ENSG00000156113	KCNMA1	Known mitochondrial	NA
3458	Q5SVJ8	ENSG00000156113	KCNMA1	Known mitochondrial	NA
3459	Q5SVJ9	ENSG00000156113	KCNMA1	Known mitochondrial	NA
3460	Q5SVS4	ENSG00000174032	SLC25A30	Known mitochondrial	NA
3461	Q5SVS4	ENSG00000174032	SLC25A30	Known mitochondrial	NA
3462	Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
3463	Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
3464	Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
3465	Q5SW24	ENSG00000164488	DACT2	Predicted mitochondrial	NA
3466	Q5SWH9	ENSG00000159596	TMEM69	Predicted mitochondrial	NA
3467	Q5SXM7	ENSG00000213221	DNLZ	Known mitochondrial	NA
3468	Q5SXM8	ENSG00000213221	DNLZ	Known mitochondrial	NA
3469	Q5SYU9	ENSG00000123453	SARDH	Known mitochondrial	NA
3470	Q5SYV2	ENSG00000123453	SARDH	Known mitochondrial	NA
3471	Q5SZR1	ENSG00000143436	MRPL9	Known mitochondrial	NA
3472	Q5SZR4	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
3473	Q5T0Q6	ENSG00000151640	DPYSL4	Predicted mitochondrial	NA
3475	Q5T190	ENSG00000160688	FLAD1	Known mitochondrial	NA
3476	Q5T191	ENSG00000160688	FLAD1	Known mitochondrial	NA
3477	Q5T196	ENSG00000160688	FLAD1	Known mitochondrial	NA
3482	Q5T3I3	ENSG00000163382	NAXE	Known mitochondrial	NA
3483	Q5T3I4	ENSG00000163382	NAXE	Known mitochondrial	NA
3484	Q5T409	ENSG00000162946	DISC1	Known mitochondrial	NA
3485	Q5T440	ENSG00000181873	IBA57	Known mitochondrial	NA
3486	Q5T4B9	ENSG00000167113	COQ4	Known mitochondrial	NA
3487	Q5T4U5	ENSG00000117054	ACADM	Known mitochondrial	NA
3488	Q5T5E9	ENSG00000143374	TARS2	Known mitochondrial	NA
3490	Q5T890	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
3491	Q5T890	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
3492	Q5T890	ENSG00000182150	ERCC6L2	Known mitochondrial	NA
3493	Q5T953	ENSG00000188483	IER5L	Predicted mitochondrial	NA
3494	Q5T953	ENSG00000188483	IER5L	Predicted mitochondrial	NA
3495	Q5T9A4	ENSG00000160072	ATAD3B	Known mitochondrial	NA
3496	Q5T9A4	ENSG00000160072	ATAD3B	Known mitochondrial	NA
3497	Q5T9A4	ENSG00000160072	ATAD3B	Known mitochondrial	NA
3498	Q5TAD8	ENSG00000152763	WDR78	Predicted mitochondrial	NA
3499	Q5TAQ0	ENSG00000137288	UQCC2	Known mitochondrial	NA
3500	Q5TBE2	ENSG00000135070	ISCA1	Known mitochondrial	NA
3501	Q5TBE9	ENSG00000135070	ISCA1	Known mitochondrial	NA
3502	Q5TC12	ENSG00000123472	ATPAF1	Known mitochondrial	NA
3503	Q5TC12	ENSG00000123472	ATPAF1	Known mitochondrial	NA
3504	Q5TC12	ENSG00000123472	ATPAF1	Known mitochondrial	NA
3505	Q5TEA3	ENSG00000088854	C20orf194	Predicted mitochondrial	NA
3506	Q5TEE8	ENSG00000026652	AGPAT4	Predicted mitochondrial	NA
3509	Q5TF43	ENSG00000154930	ACSS1	Known mitochondrial	NA
3512	Q5TI65	ENSG00000060762	MPC1	Known mitochondrial	NA
3513	Q5U4N7	ENSG00000204183	GDF5OS	Known mitochondrial	NA
3514	Q5U5X0	ENSG00000186687	LYRM7	Known mitochondrial	NA
3515	Q5U5X8	ENSG00000139438	FAM222A	Predicted mitochondrial	NA
3516	Q5VT66	ENSG00000186205	Mar-01	Known mitochondrial	NA
3517	Q5VT66	ENSG00000186205	Mar-01	Known mitochondrial	NA
3518	Q5VT66	ENSG00000186205	Mar-01	Known mitochondrial	NA
3521	Q5VTH9	ENSG00000152763	WDR78	Predicted mitochondrial	NA
3522	Q5VTH9	ENSG00000152763	WDR78	Predicted mitochondrial	NA
3523	Q5VTH9	ENSG00000152763	WDR78	Predicted mitochondrial	NA
3525	Q5VUE5	ENSG00000203724	C1orf53	Predicted mitochondrial	NA
3526	Q5VUM1	ENSG00000154079	SDHAF4	Known mitochondrial	NA
3527	Q5VV87	ENSG00000143198	MGST3	Known mitochondrial	NA
3528	Q5VV89	ENSG00000143198	MGST3	Known mitochondrial	NA
3529	Q5VVL7	ENSG00000137992	DBT	Known mitochondrial	NA
3530	Q5VW52	ENSG00000119927	GPAM	Known mitochondrial	NA
3532	Q5VX84	ENSG00000143799	PARP1	Known mitochondrial	NA
3533	Q5VX85	ENSG00000143799	PARP1	Known mitochondrial	NA
3535	Q658N2	ENSG00000179314	WSCD1	Predicted mitochondrial	NA
3536	Q66K14	ENSG00000197226	TBC1D9B	Predicted mitochondrial	NA
3537	Q66K14	ENSG00000197226	TBC1D9B	Predicted mitochondrial	NA
3539	Q68D72	ENSG00000166411	IDH3A	Known mitochondrial	NA
3540	Q68DM5	ENSG00000076248	UNG	Known mitochondrial	NA
3541	Q6AI08	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
3542	Q6AI25	ENSG00000026652	AGPAT4	Predicted mitochondrial	NA
3543	Q6BDS2	ENSG00000065060	UHRF1BP1	Predicted mitochondrial	NA
3552	Q6GQY8	ENSG00000077157	PPP1R12B	Predicted mitochondrial	NA
3556	Q6IC98	ENSG00000075240	GRAMD4	Known mitochondrial	NA
3557	Q6IC98	ENSG00000075240	GRAMD4	Known mitochondrial	NA
3558	Q6ICG6	ENSG00000100364	KIAA0930	Predicted mitochondrial	NA
3559	Q6ICG6	ENSG00000100364	KIAA0930	Predicted mitochondrial	NA
3560	Q6ICG6	ENSG00000100364	KIAA0930	Predicted mitochondrial	NA
3561	Q6ICL3	ENSG00000183597	TANGO2	Known mitochondrial	NA
3562	Q6ICL3	ENSG00000183597	TANGO2	Known mitochondrial	NA
3563	Q6ICL3	ENSG00000183597	TANGO2	Known mitochondrial	NA
3564	Q6ICL3	ENSG00000183597	TANGO2	Known mitochondrial	NA
3565	Q6ICL3	ENSG00000183597	TANGO2	Known mitochondrial	NA
3566	Q6ICL3	ENSG00000183597	TANGO2	Known mitochondrial	NA
3576	Q6IN84	ENSG00000278619	MRM1	Known mitochondrial	NA
3577	Q6IN84	ENSG00000278619	MRM1	Known mitochondrial	NA
3578	Q6IPR1	ENSG00000205707	ETFRF1	Predicted mitochondrial	NA
3586	Q6JV79	ENSG00000137074	APTX	Known mitochondrial	NA
3593	Q6L8Q7	ENSG00000174840	PDE12	Known mitochondrial	NA
3594	Q6L8Q7	ENSG00000174840	PDE12	Known mitochondrial	NA
3599	Q6NTG3	ENSG00000088766	CRLS1	Known mitochondrial	NA
3606	Q6NUN0	ENSG00000183549	ACSM5	Known mitochondrial	NA
3607	Q6NUN0	ENSG00000183549	ACSM5	Known mitochondrial	NA
3610	Q6P087	ENSG00000156990	RPUSD3	Known mitochondrial	NA
3611	Q6P087	ENSG00000156990	RPUSD3	Known mitochondrial	NA
3612	Q6P087	ENSG00000156990	RPUSD3	Known mitochondrial	NA
3615	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
3616	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
3617	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
3618	Q6P1Q0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
