Protein	Gene.ID	Gene	Status	CAFA
J3QTJ6	ENSG00000188738	FSIP2	Predicted mitochondrial	NA
J9JID6	ENSG00000072778	ACADVL	Known mitochondrial	NA
K4JQN1	ENSG00000087088	BAX	Known mitochondrial	NA
K7EIK3	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7EIR2	ENSG00000174917	C19orf70	Known mitochondrial	NA
K7EIR3	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7EIT2	ENSG00000099800	TIMM13	Known mitochondrial	NA
K7EIX1	ENSG00000214456	PLIN5	Known mitochondrial	NA
K7EIX2	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
K7EIZ6	ENSG00000130816	DNMT1	Known mitochondrial	NA
K7EJ20	ENSG00000167468	GPX4	Known mitochondrial	NA
K7EJB8	ENSG00000167641	PPP1R14A	Predicted mitochondrial	NA
K7EJE1	ENSG00000186010	NDUFA13	Known mitochondrial	NA
K7EJE8	ENSG00000196365	LONP1	Known mitochondrial	NA
K7EJF0	ENSG00000121289	CEP89	Known mitochondrial	NA
K7EJM8	ENSG00000066926	FECH	Known mitochondrial	NA
K7EK37	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7EKE6	ENSG00000196365	LONP1	Known mitochondrial	NA
K7EKI4	ENSG00000105364	MRPL4	Known mitochondrial	NA
K7EKP6	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
K7EKV9	ENSG00000152234	ATP5A1	Known mitochondrial	NA
K7EKW7	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
K7EKZ5	ENSG00000006125	AP2B1	Predicted mitochondrial	NA
K7ELJ0	ENSG00000174886	NDUFA11	Known mitochondrial	NA
K7ELM5	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7ELQ0	ENSG00000105364	MRPL4	Known mitochondrial	NA
K7ELR8	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
K7ELW0	ENSG00000116288	PARK7	Known mitochondrial	NA
K7EM07	ENSG00000091947	TMEM101	Predicted mitochondrial	NA
K7EM08	ENSG00000152234	ATP5A1	Known mitochondrial	NA
K7EM43	ENSG00000141756	FKBP10	Known mitochondrial	NA
K7EME0	ENSG00000167315	ACAA2	Known mitochondrial	NA
K7EMM2	ENSG00000108443	RPS6KB1	Known mitochondrial	NA
K7EMN0	ENSG00000167641	PPP1R14A	Predicted mitochondrial	NA
K7EMU8	ENSG00000130816	DNMT1	Known mitochondrial	NA
K7EMW3	ENSG00000013306	SLC25A39	Known mitochondrial	NA
K7EN32	ENSG00000130159	ECSIT	Known mitochondrial	NA
K7ENB4	ENSG00000167468	GPX4	Known mitochondrial	NA
K7ENJ5	ENSG00000072062	PRKACA	Known mitochondrial	NA
K7ENN4	ENSG00000141391	PRELID3A	Predicted mitochondrial	NA
K7ENP1	ENSG00000066651	TRMT11	Known mitochondrial	NA
K7ENU3	ENSG00000115286	NDUFS7	Known mitochondrial	NA
K7EP78	ENSG00000141391	PRELID3A	Predicted mitochondrial	NA
K7EP87	ENSG00000186010	NDUFA13	Known mitochondrial	NA
K7EPJ0	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
K7EPQ7	ENSG00000167645	YIF1B	Predicted mitochondrial	NA
K7EPT3	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7EPV0	ENSG00000183978	COA3	Known mitochondrial	NA
K7EPZ4	ENSG00000066651	TRMT11	Known mitochondrial	NA
K7EQ27	ENSG00000173786	CNP	Known mitochondrial	NA
K7EQ77	ENSG00000174886	NDUFA11	Known mitochondrial	NA
K7EQF5	ENSG00000087157	PGS1	Known mitochondrial	NA
K7EQJ7	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7EQK2	ENSG00000149428	HYOU1	Predicted mitochondrial	NA
K7EQN3	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
K7EQU6	ENSG00000152234	ATP5A1	Known mitochondrial	NA
K7EQX1	ENSG00000104936	DMPK	Known mitochondrial	NA
K7EQY7	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
K7ER06	ENSG00000108443	RPS6KB1	Known mitochondrial	NA
K7ER63	ENSG00000105607	GCDH	Known mitochondrial	NA
K7ERK1	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
K7ERS1	ENSG00000196365	LONP1	Known mitochondrial	NA
K7ERV1	ENSG00000160439	RDH13	Predicted mitochondrial	NA
K7ERX1	ENSG00000105607	GCDH	Known mitochondrial	NA
K7ESA0	ENSG00000152234	ATP5A1	Known mitochondrial	NA
K7ESM8	ENSG00000130159	ECSIT	Known mitochondrial	NA
L0R8F8	ENSG00000100335	MIEF1	Known mitochondrial	NA
M0QWZ7	ENSG00000104835	SARS2	Known mitochondrial	NA
M0QX29	ENSG00000104835	SARS2	Known mitochondrial	NA
M0QX49	ENSG00000039650	PNKP	Known mitochondrial	NA
M0QX80	ENSG00000105755	ETHE1	Known mitochondrial	NA
M0QX81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
M0QXA1	ENSG00000130299	GTPBP3	Known mitochondrial	NA
M0QXB5	ENSG00000105755	ETHE1	Known mitochondrial	NA
M0QXE9	ENSG00000125656	CLPP	Known mitochondrial	NA
M0QXH0	ENSG00000100348	TXN2	Known mitochondrial	NA
M0QXZ7	ENSG00000183207	RUVBL2	Known mitochondrial	NA
M0QY80	ENSG00000105755	ETHE1	Known mitochondrial	NA
M0QY91	ENSG00000167985	SDHAF2	Known mitochondrial	NA
M0QYA5	ENSG00000167755	KLK6	Known mitochondrial	NA
M0QYD8	ENSG00000183207	RUVBL2	Known mitochondrial	NA
M0QYH2	ENSG00000039650	PNKP	Known mitochondrial	NA
M0QYN2	ENSG00000167985	SDHAF2	Known mitochondrial	NA
M0QYW1	ENSG00000130299	GTPBP3	Known mitochondrial	NA
M0QZ10	ENSG00000105552	BCAT2	Known mitochondrial	NA
M0QZC4	ENSG00000105341	ATP5SL	Known mitochondrial	NA
M0QZG8	ENSG00000204152	TIMM23B	Known mitochondrial	NA
M0QZH2	ENSG00000125652	ALKBH7	Known mitochondrial	NA
M0QZI0	ENSG00000125652	ALKBH7	Known mitochondrial	NA
M0QZP4	ENSG00000105552	BCAT2	Known mitochondrial	NA
M0QZX8	ENSG00000104823	ECH1	Known mitochondrial	NA
M0R022	ENSG00000229833	PET100	Known mitochondrial	NA
M0R026	ENSG00000105135	ILVBL	Predicted mitochondrial	NA
M0R051	ENSG00000055950	MRPL43	Known mitochondrial	NA
M0R060	ENSG00000167985	SDHAF2	Known mitochondrial	NA
M0R078	ENSG00000105341	ATP5SL	Known mitochondrial	NA
M0R093	ENSG00000130312	MRPL34	Known mitochondrial	NA
M0R0F4	ENSG00000123815	COQ8B	Known mitochondrial	NA
M0R0L0	ENSG00000182346	DAOA	Known mitochondrial	NA
M0R0N0	ENSG00000267855	NDUFA7	Known mitochondrial	NA
M0R0P7	ENSG00000105640	RPL18A	Predicted mitochondrial	NA
M0R0S9	ENSG00000130299	GTPBP3	Known mitochondrial	NA
M0R0Y3	ENSG00000183207	RUVBL2	Known mitochondrial	NA
M0R0Z0	ENSG00000183207	RUVBL2	Known mitochondrial	NA
M0R117	ENSG00000105640	RPL18A	Predicted mitochondrial	NA
M0R124	ENSG00000104980	TIMM44	Known mitochondrial	NA
M0R153	ENSG00000161558	TMEM143	Predicted mitochondrial	NA
M0R161	ENSG00000130299	GTPBP3	Known mitochondrial	NA
M0R176	ENSG00000111639	MRPL51	Known mitochondrial	NA
M0R1A7	ENSG00000105640	RPL18A	Predicted mitochondrial	NA
M0R1C0	ENSG00000104835	SARS2	Known mitochondrial	NA
M0R1K5	ENSG00000117481	NSUN4	Known mitochondrial	NA
M0R1K9	ENSG00000267855	NDUFA7	Known mitochondrial	NA
M0R1X0	ENSG00000130299	GTPBP3	Known mitochondrial	NA
M0R208	ENSG00000125656	CLPP	Known mitochondrial	NA
M0R225	ENSG00000167654	ATCAY	Predicted mitochondrial	NA
M0R226	ENSG00000130312	MRPL34	Known mitochondrial	NA
M0R259	ENSG00000104835	SARS2	Known mitochondrial	NA
M0R2D0	ENSG00000185236	RAB11B	Predicted mitochondrial	NA
M0R2D2	ENSG00000105197	TIMM50	Known mitochondrial	NA
M0R2F4	ENSG00000123815	COQ8B	Known mitochondrial	NA
M0R2F8	ENSG00000105197	TIMM50	Known mitochondrial	NA
M0R2H5	ENSG00000104835	SARS2	Known mitochondrial	NA
M0R2M6	ENSG00000182346	DAOA	Known mitochondrial	NA
M0R304	ENSG00000105701	FKBP8	Known mitochondrial	NA
M0R325	ENSG00000161558	TMEM143	Predicted mitochondrial	NA
M0R333	ENSG00000104936	DMPK	Known mitochondrial	NA
M0R3B8	ENSG00000099795	NDUFB7	Known mitochondrial	NA
M0R3C8	ENSG00000039650	PNKP	Known mitochondrial	NA
O00142	ENSG00000166548	TK2	Known mitochondrial	Da
O00142	ENSG00000166548	TK2	Known mitochondrial	Da
O00142	ENSG00000166548	TK2	Known mitochondrial	Da
O00142	ENSG00000166548	TK2	Known mitochondrial	Da
O00142	ENSG00000166548	TK2	Known mitochondrial	Da
O00142	ENSG00000166548	TK2	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00154	ENSG00000097021	ACOT7	Known mitochondrial	Da
O00165	ENSG00000143575	HAX1	Known mitochondrial	Da
O00165	ENSG00000143575	HAX1	Known mitochondrial	Da
O00165	ENSG00000143575	HAX1	Known mitochondrial	Da
O00165	ENSG00000143575	HAX1	Known mitochondrial	Da
O00165	ENSG00000143575	HAX1	Known mitochondrial	Da
O00165	ENSG00000143575	HAX1	Known mitochondrial	Da
O00198	ENSG00000135116	HRK	Predicted mitochondrial	Da
O00217	ENSG00000110717	NDUFS8	Known mitochondrial	Da
O00299	ENSG00000213719	CLIC1	Predicted mitochondrial	Da
O00330	ENSG00000110435	PDHX	Known mitochondrial	Da
O00330	ENSG00000110435	PDHX	Known mitochondrial	Da
O00330	ENSG00000110435	PDHX	Known mitochondrial	Da
O00408	ENSG00000186642	PDE2A	Known mitochondrial	Da
O00408	ENSG00000186642	PDE2A	Known mitochondrial	Da
O00408	ENSG00000186642	PDE2A	Known mitochondrial	Da
O00408	ENSG00000186642	PDE2A	Known mitochondrial	Da
O00408	ENSG00000186642	PDE2A	Known mitochondrial	Da
O00408	ENSG00000186642	PDE2A	Known mitochondrial	Da
O00411	ENSG00000099821	POLRMT	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00429	ENSG00000087470	DNM1L	Known mitochondrial	Da
O00483	ENSG00000189043	NDUFA4	Known mitochondrial	Da
O00519	ENSG00000117480	FAAH	Predicted mitochondrial	Da
O00746	ENSG00000103202	NME4	Known mitochondrial	Da
O00746	ENSG00000103202	NME4	Known mitochondrial	Da
O00763	ENSG00000076555	ACACB	Known mitochondrial	Da
O00763	ENSG00000076555	ACACB	Known mitochondrial	Da
O00763	ENSG00000076555	ACACB	Known mitochondrial	Da
O14521	ENSG00000204370	SDHD	Known mitochondrial	Da
O14521	ENSG00000204370	SDHD	Known mitochondrial	Da
O14521	ENSG00000204370	SDHD	Known mitochondrial	Da
O14521	ENSG00000204370	SDHD	Known mitochondrial	Da
O14531	ENSG00000151640	DPYSL4	Predicted mitochondrial	Da
O14548	ENSG00000115944	COX7A2L	Known mitochondrial	Da
O14561	ENSG00000004779	NDUFAB1	Known mitochondrial	Da
O14618	ENSG00000173992	CCS	Known mitochondrial	Da
O14734	ENSG00000101473	ACOT8	Predicted mitochondrial	Da
O14735	ENSG00000103502	CDIPT	Predicted mitochondrial	Da
O14735	ENSG00000103502	CDIPT	Predicted mitochondrial	Da
O14735	ENSG00000103502	CDIPT	Predicted mitochondrial	Da
O14746	ENSG00000164362	TERT	Known mitochondrial	Da
O14746	ENSG00000164362	TERT	Known mitochondrial	Da
O14746	ENSG00000164362	TERT	Known mitochondrial	Da
O14746	ENSG00000164362	TERT	Known mitochondrial	Da
O14773	ENSG00000166340	TPP1	Predicted mitochondrial	Da
O14773	ENSG00000166340	TPP1	Predicted mitochondrial	Da
O14874	ENSG00000103507	BCKDK	Known mitochondrial	Da
O14874	ENSG00000103507	BCKDK	Known mitochondrial	Da
O14874	ENSG00000103507	BCKDK	Known mitochondrial	Da
O14879	ENSG00000119917	IFIT3	Predicted mitochondrial	Da
O14880	ENSG00000143198	MGST3	Known mitochondrial	Da
O14925	ENSG00000265354	TIMM23	Known mitochondrial	Da
O14949	ENSG00000164405	UQCRQ	Known mitochondrial	Da
O14957	ENSG00000127540	UQCR11	Known mitochondrial	Da
O14975	ENSG00000140284	SLC27A2	Predicted mitochondrial	Da
O14975	ENSG00000140284	SLC27A2	Predicted mitochondrial	Da
O15079	ENSG00000101298	SNPH	Predicted mitochondrial	Da
O15079	ENSG00000101298	SNPH	Predicted mitochondrial	Da
O15091	ENSG00000100890	KIAA0391	Known mitochondrial	Da
O15091	ENSG00000100890	KIAA0391	Known mitochondrial	Da
O15091	ENSG00000100890	KIAA0391	Known mitochondrial	Da
O15091	ENSG00000100890	KIAA0391	Known mitochondrial	Da
O15173	ENSG00000164040	PGRMC2	Predicted mitochondrial	Da
O15173	ENSG00000164040	PGRMC2	Predicted mitochondrial	Da
O15217	ENSG00000170899	GSTA4	Predicted mitochondrial	Da
O15217	ENSG00000170899	GSTA4	Predicted mitochondrial	Da
O15229	ENSG00000117009	KMO	Predicted mitochondrial	Da
O15229	ENSG00000117009	KMO	Predicted mitochondrial	Da
O15229	ENSG00000117009	KMO	Predicted mitochondrial	Da
O15235	ENSG00000128626	MRPS12	Known mitochondrial	Da
O15239	ENSG00000125356	NDUFA1	Known mitochondrial	Da
O15270	ENSG00000100596	SPTLC2	Predicted mitochondrial	Da
O15287	ENSG00000221829	FANCG	Known mitochondrial	Da
O15294	ENSG00000147162	OGT	Known mitochondrial	Da
O15294	ENSG00000147162	OGT	Known mitochondrial	Da
O15294	ENSG00000147162	OGT	Known mitochondrial	Da
O15294	ENSG00000147162	OGT	Known mitochondrial	Da
O15382	ENSG00000105552	BCAT2	Known mitochondrial	Da
O15382	ENSG00000105552	BCAT2	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15527	ENSG00000114026	OGG1	Known mitochondrial	Da
O15528	ENSG00000111012	CYP27B1	Known mitochondrial	Da
O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial	NA
O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial	NA
O43149	ENSG00000074755	ZZEF1	Predicted mitochondrial	NA
O43169	ENSG00000103018	CYB5B	Known mitochondrial	Da
O43181	ENSG00000164258	NDUFS4	Known mitochondrial	Da
O43236	ENSG00000108387	Sep-04	Known mitochondrial	Da
O43236	ENSG00000108387	Sep-04	Known mitochondrial	Da
O43236	ENSG00000108387	Sep-04	Known mitochondrial	Da
O43236	ENSG00000108387	Sep-04	Known mitochondrial	Da
O43236	ENSG00000108387	Sep-04	Known mitochondrial	Da
O43236	ENSG00000108387	Sep-04	Known mitochondrial	Da
O43252	ENSG00000138801	PAPSS1	Predicted mitochondrial	Da
O43272	ENSG00000100033	PRODH	Known mitochondrial	Da
O43272	ENSG00000100033	PRODH	Known mitochondrial	Da
O43272	ENSG00000100033	PRODH	Known mitochondrial	Da
O43325	ENSG00000102897	LYRM1	Known mitochondrial	Da
O43402	ENSG00000131148	EMC8	Known mitochondrial	Da
O43402	ENSG00000131148	EMC8	Known mitochondrial	Da
O43427	ENSG00000172500	FIBP	Known mitochondrial	Da
O43427	ENSG00000172500	FIBP	Known mitochondrial	Da
O43464	ENSG00000115317	HTRA2	Known mitochondrial	Da
O43464	ENSG00000115317	HTRA2	Known mitochondrial	Da
O43464	ENSG00000115317	HTRA2	Known mitochondrial	Da
O43464	ENSG00000115317	HTRA2	Known mitochondrial	Da
O43488	ENSG00000053371	AKR7A2	Known mitochondrial	Da
O43502	ENSG00000108384	RAD51C	Known mitochondrial	Da
O43502	ENSG00000108384	RAD51C	Known mitochondrial	Da
O43542	ENSG00000126215	XRCC3	Known mitochondrial	Da
O43572	ENSG00000108599	AKAP10	Known mitochondrial	Da
O43615	ENSG00000104980	TIMM44	Known mitochondrial	Da
O43674	ENSG00000136521	NDUFB5	Known mitochondrial	Da
O43674	ENSG00000136521	NDUFB5	Known mitochondrial	Da
O43676	ENSG00000119013	NDUFB3	Known mitochondrial	Da
O43677	ENSG00000109390	NDUFC1	Known mitochondrial	Da
O43678	ENSG00000131495	NDUFA2	Known mitochondrial	Da
O43678	ENSG00000131495	NDUFA2	Known mitochondrial	Da
O43708	ENSG00000100577	GSTZ1	Known mitochondrial	Da
O43708	ENSG00000100577	GSTZ1	Known mitochondrial	Da
O43708	ENSG00000100577	GSTZ1	Known mitochondrial	Da
O43715	ENSG00000170855	TRIAP1	Known mitochondrial	Da
O43716	ENSG00000257218	GATC	Known mitochondrial	Da
O43766	ENSG00000121897	LIAS	Known mitochondrial	Da
O43766	ENSG00000121897	LIAS	Known mitochondrial	Da
O43766	ENSG00000121897	LIAS	Known mitochondrial	Da
O43772	ENSG00000178537	SLC25A20	Known mitochondrial	Da
O43819	ENSG00000130489	SCO2	Known mitochondrial	Da
O43837	ENSG00000101365	IDH3B	Known mitochondrial	Da
O43837	ENSG00000101365	IDH3B	Known mitochondrial	Da
O43837	ENSG00000101365	IDH3B	Known mitochondrial	Da
O43920	ENSG00000168653	NDUFS5	Known mitochondrial	Da
O60220	ENSG00000126953	TIMM8A	Known mitochondrial	Da
O60237	ENSG00000077157	PPP1R12B	Predicted mitochondrial	Da
O60237	ENSG00000077157	PPP1R12B	Predicted mitochondrial	Da
O60237	ENSG00000077157	PPP1R12B	Predicted mitochondrial	Da
O60237	ENSG00000077157	PPP1R12B	Predicted mitochondrial	Da
O60237	ENSG00000077157	PPP1R12B	Predicted mitochondrial	Da
O60238	ENSG00000104765	BNIP3L	Known mitochondrial	Da
O60238	ENSG00000104765	BNIP3L	Known mitochondrial	Da
O60239	ENSG00000131370	SH3BP5	Predicted mitochondrial	Da
O60239	ENSG00000131370	SH3BP5	Predicted mitochondrial	Da
O60313	ENSG00000198836	OPA1	Known mitochondrial	Da
O60313	ENSG00000198836	OPA1	Known mitochondrial	Da
O60320	ENSG00000104059	FAM189A1	Predicted mitochondrial	NA
O60320	ENSG00000104059	FAM189A1	Predicted mitochondrial	NA
O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
O60333	ENSG00000054523	KIF1B	Known mitochondrial	NA
O60427	ENSG00000149485	FADS1	Known mitochondrial	Da
O60427	ENSG00000149485	FADS1	Known mitochondrial	Da
O60488	ENSG00000068366	ACSL4	Predicted mitochondrial	Da
O60488	ENSG00000068366	ACSL4	Predicted mitochondrial	Da
O60783	ENSG00000120333	MRPS14	Known mitochondrial	Da
O60830	ENSG00000126768	TIMM17B	Known mitochondrial	Da
O60830	ENSG00000126768	TIMM17B	Known mitochondrial	Da
O60930	ENSG00000171865	RNASEH1	Known mitochondrial	NA
O60936	ENSG00000140939	NOL3	Known mitochondrial	Da
O60936	ENSG00000140939	NOL3	Known mitochondrial	Da
O60936	ENSG00000140939	NOL3	Known mitochondrial	Da
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	NA
O75027	ENSG00000131269	ABCB7	Known mitochondrial	Da
O75027	ENSG00000131269	ABCB7	Known mitochondrial	Da
O75027	ENSG00000131269	ABCB7	Known mitochondrial	Da
O75094	ENSG00000184347	SLIT3	Known mitochondrial	Da
O75094	ENSG00000184347	SLIT3	Known mitochondrial	Da
O75094	ENSG00000184347	SLIT3	Known mitochondrial	Da
O75094	ENSG00000184347	SLIT3	Known mitochondrial	Da
O75127	ENSG00000106246	PTCD1	Known mitochondrial	Da
O75153	ENSG00000132361	CLUH	Known mitochondrial	Da
O75208	ENSG00000088682	COQ9	Known mitochondrial	Da
O75208	ENSG00000088682	COQ9	Known mitochondrial	Da
O75251	ENSG00000115286	NDUFS7	Known mitochondrial	Da
O75251	ENSG00000115286	NDUFS7	Known mitochondrial	Da
O75306	ENSG00000158864	NDUFS2	Known mitochondrial	Da
O75306	ENSG00000158864	NDUFS2	Known mitochondrial	Da
O75323	ENSG00000146729	NIPSNAP2	Known mitochondrial	Da
O75323	ENSG00000146729	NIPSNAP2	Known mitochondrial	Da
O75380	ENSG00000145494	NDUFS6	Known mitochondrial	Da
O75390	ENSG00000062485	CS	Known mitochondrial	Da
O75394	ENSG00000243147	MRPL33	Known mitochondrial	Da
O75394	ENSG00000243147	MRPL33	Known mitochondrial	Da
O75414	ENSG00000172113	NME6	Known mitochondrial	Da
O75414	ENSG00000172113	NME6	Known mitochondrial	Da
O75414	ENSG00000172113	NME6	Known mitochondrial	Da
O75431	ENSG00000128654	MTX2	Known mitochondrial	Da
O75431	ENSG00000128654	MTX2	Known mitochondrial	Da
O75438	ENSG00000183648	NDUFB1	Known mitochondrial	Da
O75438	ENSG00000183648	NDUFB1	Known mitochondrial	Da
O75439	ENSG00000105819	PMPCB	Known mitochondrial	NA
O75489	ENSG00000213619	NDUFS3	Known mitochondrial	Da
O75489	ENSG00000213619	NDUFS3	Known mitochondrial	Da
O75521	ENSG00000198721	ECI2	Known mitochondrial	Da
O75521	ENSG00000198721	ECI2	Known mitochondrial	Da
O75570	ENSG00000120662	MTRF1	Known mitochondrial	Da
O75570	ENSG00000120662	MTRF1	Known mitochondrial	Da
O75600	ENSG00000100116	GCAT	Known mitochondrial	Da
O75600	ENSG00000100116	GCAT	Known mitochondrial	Da
O75608	ENSG00000120992	LYPLA1	Predicted mitochondrial	Da
O75608	ENSG00000120992	LYPLA1	Predicted mitochondrial	Da
O75616	ENSG00000132591	ERAL1	Known mitochondrial	Da
O75616	ENSG00000132591	ERAL1	Known mitochondrial	Da
O75648	ENSG00000100416	TRMU	Known mitochondrial	Da
O75648	ENSG00000100416	TRMU	Known mitochondrial	Da
O75648	ENSG00000100416	TRMU	Known mitochondrial	Da
O75648	ENSG00000100416	TRMU	Known mitochondrial	Da
O75648	ENSG00000100416	TRMU	Known mitochondrial	Da
O75746	ENSG00000115840	SLC25A12	Known mitochondrial	Da
O75746	ENSG00000115840	SLC25A12	Known mitochondrial	Da
O75807	ENSG00000087074	PPP1R15A	Known mitochondrial	Da
O75807	ENSG00000087074	PPP1R15A	Known mitochondrial	Da
O75874	ENSG00000138413	IDH1	Predicted mitochondrial	Da
O75879	ENSG00000059691	GATB	Known mitochondrial	Da
O75880	ENSG00000133028	SCO1	Known mitochondrial	Da
O75891	ENSG00000144908	ALDH1L1	Known mitochondrial	Da
O75891	ENSG00000144908	ALDH1L1	Known mitochondrial	Da
O75891	ENSG00000144908	ALDH1L1	Known mitochondrial	Da
O75891	ENSG00000144908	ALDH1L1	Known mitochondrial	Da
O75896	ENSG00000114383	TUSC2	Predicted mitochondrial	NA
O75911	ENSG00000162496	DHRS3	Predicted mitochondrial	Da
O75911	ENSG00000162496	DHRS3	Predicted mitochondrial	Da
O75936	ENSG00000129151	BBOX1	Predicted mitochondrial	Da
O75947	ENSG00000167863	ATP5H	Known mitochondrial	Da
O75947	ENSG00000167863	ATP5H	Known mitochondrial	Da
O75964	ENSG00000167283	ATP5L	Known mitochondrial	Da
O76031	ENSG00000166855	CLPX	Known mitochondrial	Da
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	NA
O94826	ENSG00000154174	TOMM70	Known mitochondrial	Da
O94903	ENSG00000147471	PLPBP	Known mitochondrial	Da
O94911	ENSG00000141338	ABCA8	Predicted mitochondrial	Da
O94911	ENSG00000141338	ABCA8	Predicted mitochondrial	Da
O94911	ENSG00000141338	ABCA8	Predicted mitochondrial	Da
O94925	ENSG00000115419	GLS	Known mitochondrial	Da
O94925	ENSG00000115419	GLS	Known mitochondrial	Da
O94925	ENSG00000115419	GLS	Known mitochondrial	Da
O95139	ENSG00000165264	NDUFB6	Known mitochondrial	Da
O95139	ENSG00000165264	NDUFB6	Known mitochondrial	Da
O95140	ENSG00000116688	MFN2	Known mitochondrial	Da
O95140	ENSG00000116688	MFN2	Known mitochondrial	Da
O95153	ENSG00000005379	TSPOAP1	Known mitochondrial	Da
O95153	ENSG00000005379	TSPOAP1	Known mitochondrial	Da
O95153	ENSG00000005379	TSPOAP1	Known mitochondrial	Da
O95167	ENSG00000170906	NDUFA3	Known mitochondrial	Da
O95168	ENSG00000065518	NDUFB4	Known mitochondrial	Da
O95168	ENSG00000065518	NDUFB4	Known mitochondrial	Da
O95169	ENSG00000166136	NDUFB8	Known mitochondrial	Da
O95169	ENSG00000166136	NDUFB8	Known mitochondrial	Da
O95169	ENSG00000166136	NDUFB8	Known mitochondrial	Da
O95178	ENSG00000090266	NDUFB2	Known mitochondrial	Da
O95182	ENSG00000267855	NDUFA7	Known mitochondrial	Da
O95202	ENSG00000168924	LETM1	Known mitochondrial	Da
O95202	ENSG00000168924	LETM1	Known mitochondrial	Da
O95202	ENSG00000168924	LETM1	Known mitochondrial	Da
O95258	ENSG00000102078	SLC25A14	Known mitochondrial	Da
O95258	ENSG00000102078	SLC25A14	Known mitochondrial	Da
O95258	ENSG00000102078	SLC25A14	Known mitochondrial	Da
O95298	ENSG00000151366	NDUFC2	Known mitochondrial	Da
O95298	ENSG00000151366	NDUFC2	Known mitochondrial	Da
O95298	ENSG00000151366	NDUFC2	Known mitochondrial	Da
O95299	ENSG00000130414	NDUFA10	Known mitochondrial	Da
O95299	ENSG00000130414	NDUFA10	Known mitochondrial	Da
O95340	ENSG00000198682	PAPSS2	Predicted mitochondrial	Da
O95340	ENSG00000198682	PAPSS2	Predicted mitochondrial	Da
O95363	ENSG00000145982	FARS2	Known mitochondrial	Da
O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
