"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"Disease"	"pLI"
"372"	"ENSG00000112110"	"MRPL18"	"ENSG00000112110 ENSDARG00000060199 ENSMUSG00000057388 ENSRNOG00000014582 "	"mitochondrial ribosomal protein L18"	"Known mitochondrial"	0.999999806	"PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.58486875 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.231 | "	"Characterised"	NA	NA	NA	NA	0	0.000794102804498299
"373"	"ENSG00000112208"	"BAG2"	"ENSG00000112208 ENSDARG00000035005 ENSMUSG00000042215 ENSRNOG00000012709 "	"BCL2-associated athanogene 2"	"Predicted mitochondrial"	0.887494957	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 3 | MS_Brain_Sum: 1 | MTS_Mean: 0.46051875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.52 | "	""	NA	NA	NA	NA	0	0.0883361376691997
"374"	"ENSG00000112234"	"FBXL4"	"ENSG00000112234 ENSDARG00000026941 ENSMUSG00000040410 ENSRNOG00000005641 "	"F-box and leucine-rich repeat protein 4"	"Known mitochondrial"	0.816984312	"MTS_Mean: 0.5847125 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.053 | "	"OMIM:605654"	"615471"	"Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)"	"R"	"MitoDis"	1	0.0079087988593491
"375"	"ENSG00000112290"	"WASF1"	"ENSG00000112290 ENSDARG00000060349 ENSMUSG00000019831 ENSRNOG00000047476 "	"WAS protein family, member 1"	"Known mitochondrial"	0.466756844	"PMID16615898_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.25241875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.222 | "	"OMIM:605035"	NA	NA	NA	NA	0	0.914369887040239
"376"	"ENSG00000112294"	"ALDH5A1"	"ENSG00000112294 ENSDARG00000076544 ENSMUSG00000035936 ENSRNOG00000023538 SPAC1002.12c YBR006W "	"aldehyde dehydrogenase 5 family, member A1"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 4 | MTS_Mean: 0.91734375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.929 | "	"Characterised; Metabolic model; "	"271980"	"Succinic semialdehyde dehydrogenase deficiency"	"R"	"MitoDis"	1	0.00290426169695016
"377"	"ENSG00000112304"	"ACOT13"	"ENSG00000112304 ENSDARG00000061728 ENSMUSG00000006717 ENSRNOG00000018415 "	"acyl-CoA thioesterase 13"	"Predicted mitochondrial"	0.988873522	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.20833125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | "	""	NA	NA	NA	NA	0	3.42929947285046e-05
"378"	"ENSG00000112651"	"MRPL2"	"ENSG00000112651 ENSDARG00000062568 ENSMUSG00000002767 ENSRNOG00000018057 SPCC16C4.15 YEL050C "	"mitochondrial ribosomal protein L2"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.48838125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.941 | "	"Characterised"	NA	NA	NA	NA	0	0.00159372149990342
"379"	"ENSG00000112695"	"COX7A2"	"ENSG00000112695 ENSDARG00000086341 ENSMUSG00000032330 ENSRNOG00000042903 "	"cytochrome c oxidase subunit VIIa polypeptide 2 (liver)"	"Known mitochondrial"	0.999999999	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12865426_liver_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 2 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 5 | MTS_Mean: 0.9557 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.889 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.3755612546357
"380"	"ENSG00000112782"	"CLIC5"	"ENSG00000112782 ENSDARG00000070584 ENSMUSG00000023959 ENSRNOG00000047218 "	"chloride intracellular channel 5"	"Known mitochondrial"	0.006485974	"PMID26450961_Sum: 1 | PMID16615898_Sum: 3 | MS_Placenta_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.016875 | compartments_knowledge_difference: -2.6 | Comm_Mito_Ratio: 0.133 | "	"Literature; PMID:26777142 IMM"	"616042"	"Deafness, autosomal recessive 103"	"R"	NA	1	0.00187685115916181
"381"	"ENSG00000112855"	"HARS2"	"ENSG00000112855 ENSMUSG00000019143 ENSRNOG00000016087 "	"histidyl-tRNA synthetase 2, mitochondrial"	"Known mitochondrial"	1	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.70146875 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.296 | "	"OMIM:600783"	"614926"	"Perrault syndrome 2"	"R"	"MitoDis"	1	8.12767561165649e-05
"382"	"ENSG00000112992"	"NNT"	"ENSG00000112992 ENSDARG00000023536 ENSMUSG00000025453 ENSRNOG00000026842 "	"nicotinamide nucleotide transhydrogenase"	"Known mitochondrial"	0.999999999	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 5 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 7 | MTS_Mean: 0.63925 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.231 | "	"Characterised; Metabolic model; "	"614736"	"Glucocorticoid deficiency 4"	"R"	NA	1	0.99955047731355
"383"	"ENSG00000112996"	"MRPS30"	"ENSG00000112996 ENSDARG00000104111 ENSMUSG00000021731 ENSRNOG00000012136 "	"mitochondrial ribosomal protein S30"	"Known mitochondrial"	0.999999956	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.6765 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.231 | "	"Characterised"	NA	NA	NA	NA	0	5.58147796749342e-05
"384"	"ENSG00000113013"	"HSPA9"	"ENSG00000113013 ENSDARG00000003035 ENSMUSG00000024359 ENSRNOG00000019525 "	"heat shock 70kDa protein 9 (mortalin)"	"Known mitochondrial"	0.999999986	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 8 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.95570625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised"	"182170,616854"	"Anemia, sideroblastic, 4; Even-plus syndrome"	"B"	NA	1	0.981119322463888
"385"	"ENSG00000113048"	"MRPS27"	"ENSG00000113048 ENSDARG00000059234 ENSMUSG00000041632 ENSRNOG00000017272 "	"mitochondrial ribosomal protein S27"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MTS_Mean: 0.91228125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.4 | Comm_Mito_Ratio: 1 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0285866865587268
"386"	"ENSG00000113272"	"THG1L"	"ENSG00000113272 ENSDARG00000038360 ENSMUSG00000011254 ENSRNOG00000005539 SPCC63.07 YGR024C "	"tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)"	"Known mitochondrial"	0.999997957	"MTS_Mean: 0.655275 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2 | "	"Literature; PMID:27307223, PMID:25008184, PMID:21784897. Causes disease  "	""	"Cerebellar ataxia and developmental delay"	"R"	NA	1	3.48304059537209e-05
"387"	"ENSG00000113384"	"GOLPH3"	"ENSG00000113384 ENSDARG00000044225 ENSMUSG00000022200 ENSRNOG00000012186 "	"golgi phosphoprotein 3 (coat-protein)"	"Known mitochondrial"	0.557436837	"PMID15598749_T_leukemia_cell_line_0: 1 | MTS_Mean: 0.553375 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.143 | "	"OMIM:612207"	NA	NA	NA	NA	0	0.0143654910992665
"388"	"ENSG00000113492"	"AGXT2"	"ENSG00000113492 ENSDARG00000100709 ENSMUSG00000089678 ENSRNOG00000017821 "	"alanine--glyoxylate aminotransferase 2"	"Known mitochondrial"	0.999999962	"PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 2 | PMID11840540_liver_0: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MTS_Mean: 0.6045125 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.8 | Comm_Mito_Ratio: 0.727 | "	"Characterised"	NA	NA	NA	NA	0	4.66554613813699e-15
"389"	"ENSG00000113580"	"NR3C1"	"ENSG00000113580 ENSDARG00000025032 ENSMUSG00000024431 ENSRNOG00000014096 "	"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"	"Known mitochondrial"	0.567861257	"MTS_Mean: 0.0408625 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.792 | "	"Literature; PMID:26479079"	"615962"	"Glucocorticoid resistance"	"D"	NA	1	0.311618465710419
"390"	"ENSG00000113734"	"BNIP1"	"ENSG00000113734 ENSDARG00000078259 ENSMUSG00000024191 ENSRNOG00000020753 "	"BCL2/adenovirus E1B 19kDa interacting protein 1"	"Known mitochondrial"	0.226806418	"PMID24708184_Sum: 3 | MS_Brain_Sum: 1 | MTS_Mean: 0.01966875 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.111 | "	"Literature; PMID: 21931693"	NA	NA	NA	NA	0	0.00143692768334693
"391"	"ENSG00000113845"	"TIMMDC1"	"ENSG00000113845 ENSDARG00000053466 ENSMUSG00000002846 ENSRNOG00000002999 "	"translocase of inner mitochondrial membrane domain containing 1"	"Known mitochondrial"	0.999999997	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.27186875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.2 | "	"Characterised"	NA	NA	NA	NA	0	5.67649555021519e-07
"392"	"ENSG00000114021"	"NIT2"	"ENSG00000114021 ENSDARG00000017590 ENSMUSG00000022751 ENSRNOG00000027797 SPAC26A3.11 YLR351C "	"nitrilase family, member 2"	"Predicted mitochondrial"	0.999999367	"PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 11 | PMID16615898_Sum: 3 | PMID17000643_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.168775 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.833 | "	""	NA	NA	NA	NA	0	1.59970723969675e-10
"393"	"ENSG00000114023"	"FAM162A"	"ENSG00000114023 ENSMUSG00000003955 ENSRNOG00000002255 "	"family with sequence similarity 162, member A"	"Known mitochondrial"	0.999999999	"PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.59325625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.786 | "	"APEX; PMID:23371551; PMID:25002142"	NA	NA	NA	NA	0	0.000629842253416895
"394"	"ENSG00000114026"	"OGG1"	"ENSG00000114026 ENSDARG00000060002 ENSMUSG00000030271 ENSRNOG00000052140 YML060W "	"8-oxoguanine DNA glycosylase"	"Known mitochondrial"	0.951795822	"PMID24708184_Sum: 1 | MTS_Mean: 0.68055625 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.364 | "	"Literature; PMID:26297428"	NA	NA	NA	NA	0	7.80168038151753e-08
"395"	"ENSG00000114054"	"PCCB"	"ENSG00000114054 ENSDARG00000038910 ENSMUSG00000032527 ENSRNOG00000015869 "	"propionyl CoA carboxylase, beta polypeptide"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 5 | MTS_Mean: 0.822075 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.842 | "	"Characterised; Metabolic model; "	"606054"	"Propionic acidemia"	"R"	"MitoDis"	1	0.000735839433891269
"396"	"ENSG00000114120"	"SLC25A36"	"ENSG00000114120 ENSDARG00000038731 ENSMUSG00000032449 ENSRNOG00000013802 "	"solute carrier family 25 (pyrimidine nucleotide carrier), member 36"	"Known mitochondrial"	0.999999	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.02583125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2 | "	"OMIM:616149"	NA	NA	NA	NA	0	0.88301361858947
"397"	"ENSG00000114383"	"TUSC2"	"ENSG00000114383 ENSDARG00000025340 ENSMUSG00000010054 ENSRNOG00000021528 "	"tumor suppressor candidate 2"	"Predicted mitochondrial"	0.887065115	"MTS_Mean: 0.1495625 | compartments_knowledge_difference: 1.4 | "	""	NA	NA	NA	NA	0	0.703033003634111
"398"	"ENSG00000114573"	"ATP6V1A"	"ENSG00000114573 ENSDARG00000034534 ENSMUSG00000052459 ENSRNOG00000001992 SPAC343.05 YDL185W "	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"	"Predicted mitochondrial"	0.875054725	"PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID16615898_Sum: 4 | PMID16674101_Sum: 2 | PMID21189371_mammary_gland_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 2 | MTS_Mean: 0.0296125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.6 | Comm_Mito_Ratio: 0.787 | "	""	"617403"	"Cutis laxa, autosomal recessive, type IID"	"R"	NA	1	0.986543791938074
"399"	"ENSG00000114686"	"MRPL3"	"ENSG00000114686 ENSDARG00000103318 ENSMUSG00000032563 ENSRNOG00000012650 SPAC644.17c YGR220C "	"mitochondrial ribosomal protein L3"	"Known mitochondrial"	0.999999996	"PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.41413125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.4 | Comm_Mito_Ratio: 0.921 | "	"Characterised"	"614582"	"Combined oxidative phosphorylation deficiency 9"	"R"	"MitoDis"	1	2.80524857561429e-08
"400"	"ENSG00000114735"	"HEMK1"	"ENSG00000114735 ENSDARG00000078894 ENSMUSG00000032579 ENSRNOG00000015458 SPAC29B12.05c YNL063W "	"HemK methyltransferase family member 1"	"Predicted mitochondrial"	0.99999958	"MTS_Mean: 0.51700625 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.818 | "	""	NA	NA	NA	NA	0	8.23152653057192e-05
"401"	"ENSG00000114956"	"DGUOK"	"ENSG00000114956 ENSDARG00000075395 ENSMUSG00000014554 ENSRNOG00000011617 "	"deoxyguanosine kinase"	"Known mitochondrial"	0.999999227	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 13 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.8983125 | Comm_Mito_Ratio: 0.25 | "	"Characterised"	"251880"	"Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)"	"R"	"MitoDis"	1	0.368434604695276
"402"	"ENSG00000114993"	"RTKN"	"ENSG00000114993 ENSDARG00000031345 ENSMUSG00000034930 ENSRNOG00000009022 "	"rhotekin"	"Predicted mitochondrial"	0.929051706	"MTS_Mean: 0.3778625 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.154 | "	""	NA	NA	NA	NA	0	0.000149538066738097
"403"	"ENSG00000115042"	"FAHD2A"	"ENSG00000115042 ENSMUSG00000027371 ENSRNOG00000013974 "	"fumarylacetoacetate hydrolase domain containing 2A"	"Known mitochondrial"	0.999999988	"PMID14651853_Sum: 2 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 3 | MTS_Mean: 0.44314375 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.333 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0540720339307648
